SSN,Char,Other_ID,Other_ID_2,Char_type,Source,Pyrolysis_Unit,Class,Feedstock,Temp.,Naphthalin (mg/kg),2-Methylnaphthalin,1-Methylnaphthalin,∑Naphthaline,Acenaphthylen,Acenaphthen,Fluoren,Phenanthren ,Anthracen,Fluoranthen,Pyren,Chrysen,Benzo(a)anthracen,Benzo(b+k)fluoranthen,Benzo(a)pyren,"Dibenzo(a,h)anthracen","Indeno(c,d)pyren","Benzo(g,h,i)perylen",∑ PAK nach EPA (mg/kg),Bulk Density (Mg/m-3),External_Surf_Area_N2_(m2/g),Surf_Area_(m2/g),pH,EC_(uS),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_ash_free_avg,C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Corg_(w/w),Cinorg,H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg_(mg/kg),S_avg_(mg/kg),Fe_avg_(mg/kg),Mn_avg_(mg/kg),Zn_avg_(mg/kg),Cu_avg_(mg/kg),Mo_avg_(mg/kg),B_avg_(mg/kg),Ni_avg_(mg/kg),Cr_avg_(mg/kg),Co_avg_(mg/kg),As_avg_(mg/kg),Cd_avg_(mg/kg),Pb_avg_(mg/kg),Al_avg_(mg/kg),Ba_avg_(mg/kg),Cd2_avg_(mg/kg),Fe2714_avg_(mg/kg),K4047_avg_(mg/kg),Se_avg_(mg/kg),Si_avg_(mg/kg),Sr_avg_(mg/kg),Ti_avg_(mg/kg),V_avg_(mg/kg),Y_avg_(mg/kg),BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,C Stability (%C),Dioxin/Furan (ng/kg i-TEQ),PCBs (ng/kg),Pore Diameter (nm)
WA078305,Oxidized Oil Seed Rape 550 pH 7 15%,AO_15,,oxidized,Berkeley,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,,,,,,,,,,,,,,,0.03056,,,,,0.6947,0.0113,61.47787611,,,0.0311,0.484491629,,,,,,,,,,10342.91965,0.542004371,0.17117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078306,Oxidized Oil Seed Rape 550 pH 7 20%,A0_20,,oxidized,Berkeley,,,Rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,0.0663,,,,,,,,,,,,,,,0.03361,,,,,0.6395,0.0097,65.92783505,,,0.0296,0.487679456,,,,,,,,,,11091.57219,0.560390625,0.2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078307,HSW 200°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078308,HSW NO SD 300°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078309,HSW NO SD 400°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078310,HSW NO SD 500°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078311,HSW 600°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078312,Kaindorf wood gasification coal,5,Holzvergaserkohle Kaindorf,,Martin_Luther,Wood gasifier,woody biomass,,,1400,110,59,1569,500,2.7,2.9,4600,310,1200,880,110,110,89,66,4.2,11.2,12.5,9299,,,1.1,,,0.711838006,,,,,,,,,,,,,,,,,,,,0.2895,0,#DIV/0!,,,0.008,0.151,,,,,,,,,,#DIV/0!,0.348332108,0.392115488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078313,Bingen wheat charcoal 300507 F (ground),6,Bingen Weizenkohle 300507 F (gemahlen),,Martin_Luther,Pyreg,,,,0.3,0.05,0.05,0.3,0.05,0.05,0.05,0.3,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,,,158.1001,,,0.272298095,,,,,,,,,,,,,,,,,,,,0.623511763,0.019,32.81640858,,,0.008,0.104,,,,,,,,,,39.228599,0.148776878,0.124507365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080632,,,,,2.04002
WA078314,Bingen wheat charcoal 300507,7,Bingen Weizenkohle 300507,,Martin_Luther,Pyreg,,,,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,,,116.1409,,,0.077066888,,,,,,,,,,,,,,,,,,,,0.792566048,0.029,27.32986372,,,0.009,0.076,,,,,,,,,,31.9071344,0.136675646,0.071969874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059244,,,,,2.04041
WA078315,Bingen PYREG coal from sewage sludge,8,Bingen PYREG-Kohle aus Klärschlamm,,Martin_Luther,Pyreg,manure,,,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,,,24.3168,,,0.904742684,,,,,,,,,,,,,,,,,,,,0.081033824,0.006,13.50563733,,,0.003,0.116,,,,,,,,,,16.7644863,0.392147306,1.073519346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011837,,,,,1.94709
WA078316,Rice Husk Charcoal Philippines,9,Reishülsen-Kohle Philippinen,,Martin_Luther,Others,crop waste,Rice,,1.8,0.4,0.2,2,0.05,0.05,0.05,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2,,,37.8168,,,0.42943706,,,,,,,,,,,,,,,,,,,,0.136771401,0.002,68.3857005,,,0.005,0.07,,,,,,,,,,73.9737351,0.459768524,0.383651476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018568,,,,,1.96394
WA078317,Corn Cob Coal Philippines,10,Maiskolben-Kohle Philippinen,,Martin_Luther,Others,crop waste,Corn,,1.3,0.9,0.7,2.9,0.05,0.5,0.6,1.7,0.2,0.5,0.4,0.2,0.1,0.05,0.05,0.05,0.05,0.05,5.5,,,6.3624,,,0.163630653,,,,,,,,,,,,,,,,,,,,0.682955486,0.007,97.56506943,,,0.029,0.151,,,,,,,,,,118.9903902,0.516250975,0.12607614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003181,,,,,1.99996
WA078318,Wood charcoal Spanner (Thanner),11,Holzvergaserkohle Spanner (Thanner),,Martin_Luther,Wood gasifier,woody biomass,,,2600,390,330,3320,1000,35,30,1300,160,410,370,36,23,39,17,1,3,4.8,6029,,,98.8417,,,0.258830573,,,,,,,,,,,,,,,,,,,,0.78179239,0.005,156.358478,,,0.01,0.1,,,,,,,,,,191.1664956,0.152717733,0.096168394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04854,,,,,1.9644
WA078319,Wood gasification coal Pfahlfeld Westerwald (Mothermik Eckehard Sabarth),12,Holzvergaserkohle Pfahlfeld Westerwald (Mothermik Eckehard Sabarth),,Martin_Luther,Wood gasifier,woody biomass,,,5.8,2.6,2,10,0.05,0.2,0.6,2.2,0.6,0.7,0.7,0.3,0.2,0.2,0.2,0.05,0.05,0.05,12,,,189.494,,,,,,,,,,,,,,,,,,,,,,,0.905753339,0.002,452.8766695,,,0.008,0.032,,,,,,,,,,464.117142,0.104052589,0.026295554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093238,,,,,1.96814
WA078320,Bingen green waste,13,Bingen Grünschnitt,,Martin_Luther,Pyreg,grass,,,0.7,0.05,0.05,0.7,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.8,,,63.1537,,,,,,,,,,,,,,,,,,,,,,,0.724306177,0.004,181.0765443,,,0.007,0.079,,,,,,,,,,188.6867012,0.117992058,0.081389555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03143,,,,,1.99068
WA078321,Wood gasification coal Bioenergiedorf e. G. (Horst Stapp),14,Holzvergaserkohle Bioenergiedorf e. G. (Horst Stapp),,Martin_Luther,Wood gasifier,woody biomass,,,2.2,0.7,0.5,3.4,0.05,0.7,0.5,0.5,0.05,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.3,,,333.6312,,,,,,,,,,,,,,,,,,,,,,,0.130322607,0,#DIV/0!,,,0,0.143,,,,,,,,,,#DIV/0!,0,0.820521715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167957,,,,,2.01368
WA078322,Wood gasification coal Mothermik (area),15,Holzvergaserkohle Mothermik (Areal),,Martin_Luther,Wood gasifier,woody biomass,,,16,5.4,4.6,26,0.8,0.8,0.05,2,0.3,0.6,1.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,22,,,152.6574,,,,,,,,,,,,,,,,,,,,,,,0.762082447,0.001,762.082447,,,0.013,0.058,,,,,,,,,,905.9991966,0.210828065,0.05683047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076408,,,,,2.00208
WA078323, (Biochar from cocoa shells),35,D80 unten 2h (Biochar from cocoa shells),,Martin_Luther,Others,woody biomass,Cocoa,,3.7,0.5,0.5,5,0.5,0.05,0.05,0.6,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.657333307,0.026,25.28205027,,,0.018,0.136,,,,,,,,,,29.0669288,0.333210336,0.155688096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078324, (Biochar from cocoa shells),36,D80 oben 2h (Biochar from cocoa shells),,Martin_Luther,Others,woody biomass,Cocoa,,47,1.2,1.2,49,0.5,0.2,0.05,0.2,0.2,0.1,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,48,,,8.1401,,,,,,,,,,,,,,,,,,,,,,,0.623630734,0.032,19.48846044,,,0.032,0.157,,,,,,,,,,23.092694,0.617377627,0.188364945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003779,,,,,1.8571
WA078325,HTC 12 h catalysator: citric acid,38,K 2,Sugar cane green,Martin_Luther,HTC,crop waste,Sugarcane,,7.9,3.7,3.5,15,10,0.05,0.9,2,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.659100174,0.014,47.07858386,,,0.058,0.185,,,,,,,,,,55.8713701,1.063732543,0.210730859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078326,HTC 12 h catalysator: citric acid,39,K 3,Sugar cane green,Martin_Luther,HTC,crop waste,Sugarcane,,0.5,0.05,0.05,0.5,0.05,0.05,0.05,0.7,0.05,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.677120958,0.014,48.36578271,,,0.058,0.18,,,,,,,,,,56.332012,1.023810119,0.199655706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078327,HTC 12 h catalysator: citric acid,40,K 4,Bagasse,Martin_Luther,HTC,crop waste,,,3.8,1.5,1.4,7,0.05,0.05,0.05,3.6,0.05,1.1,1.3,0.4,0.2,0.4,0.1,0.05,0.05,0.05,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.483073732,,#DIV/0!,,,0.053,0.206,,,,,,,,,,#VALUE!,1.305640199,0.319387697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078328,HTC 12 h catalysator: citric acid,42,K 6,Bagasse,Martin_Luther,HTC,crop waste,,,1.9,0.6,1,3.5,4.2,0.05,0.9,0.9,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.678505968,0.001,678.505968,,,0.05,0.184,,,,,,,,,,539.4420852,0.883455756,0.202855157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078329,HTC 8 h catalysator: citric acid,43,K 7,Bagasse,Martin_Luther,HTC,crop waste,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.632172754,0.001,632.172754,,,0.052,0.218,,,,,,,,,,689.9914094,0.99015946,0.259188228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078330,HTC 6 h catalysator: citric acid,44,K 8,Sugar cane leaf,Martin_Luther,HTC,crop waste,Sugarcane,,0.3,0.5,0.5,57.1,0.05,0.05,0.05,0.8,0.05,0.3,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.613036205,0.003,204.3454017,,,0.057,0.238,,,,,,,,,,227.2959676,1.121955749,0.290767487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078331,HTC 6 h catalysator: oxalic acid,45,K 9,Sugar cane leaf,Martin_Luther,HTC,crop waste,Sugarcane,,0.4,0.05,0.05,0,0.05,0.05,0.05,1.2,0.05,0.3,0.3,0.1,0.05,0.05,0.05,0.05,0.05,0.05,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.593469415,0.003,197.8231383,,,0.058,0.254,,,,,,,,,,274.1130384,1.166317748,0.321098194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078332,HTC 6 h catalysator: Fe(III)oxide,46,K 10,Sugar cane leaf,Martin_Luther,HTC,crop waste,Sugarcane,,0.4,0.05,0.05,0.4,0.05,0.05,0.05,0.7,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.615577602,0.002,307.788801,,,0.056,0.23,,,,,,,,,,348.9826357,1.099239421,0.279727927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078333,HTC 6 h catalysator: Formic acid,47,K 11,Sugar cane leaf,Martin_Luther,HTC,crop waste,Sugarcane,,1.4,0.5,0.5,2.4,0.05,0.05,0.05,1.8,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.592841378,0.004,148.2103445,,,0.059,0.252,,,,,,,,,,190.8437376,1.195217752,0.319101108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078334,HTC 6 h catalysator: Acetic acid,48,K 12,Sugar cane leaf,Martin_Luther,HTC,crop waste,Sugarcane,,3.6,0.6,0.6,5,0.05,0.05,0.05,3.2,0.2,1.8,1.1,1,0.05,0.3,0.05,0.05,0.05,0.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.626453961,0.005,125.2907922,,,0.057,0.221,,,,,,,,,,161.8760481,1.087178743,0.264551156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078335,Coal from Ganghofen,49,Kohle aus Ganghofen,Bamboo,Martin_Luther,Wood gasifier,woody biomass,Bamboo,,1.7,0.6,0.4,2.7,0.05,0.05,0.05,2,0.05,1.1,0.8,0.2,0.1,0.05,0.1,0.05,0.05,0.05,6,,,147.2963,,,,,,,,,,,,,,,,,,,,,,,0.701023654,0.002,350.511827,,,0.01,0.092,,,,,,,,,,505.5500049,0.162687494,0.098016586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073346,,,,,1.99179
WA078336,Flash pyrolysis,51,Saffe B.C. 400¤C No:016,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.7,0.4,0.5,2.6,0.05,0.05,0.05,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.9,,,19.8415,,,,,,,,,,,,,,,,,,,,,,,0.676203531,0.004,169.0508828,,,0.025,0.121,,,,,,,,,,237.8594489,0.446586099,0.1337435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009485,,,,,1.9122
WA078337,Flash pyrolysis,52,Saffe B.C. 450¤C No:016,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,4300,860,720,5880,2500,90,70,1700,200,640,550,59,57,49,22,1.5,5.8,8,10252,,,22.513,,,,,,,,,,,,,,,,,,,,,,,0.668475149,0.003,222.8250497,,,0.025,0.116,,,,,,,,,,320.7958581,0.447999867,0.129736371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010424,,,,,1.8521
WA078338,Flash pyrolysis,53,Saffe B.C. 500¤C No:016,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.8,0.6,0.5,2.9,0.05,0.05,0.05,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.1,,,13.044,,,,,,,,,,,,,,,,,,,,,,,0.649970233,0.002,324.9851165,,,0.028,0.148,,,,,,,,,,207.6449962,0.508867314,0.170785585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005984,,,,,1.8351
WA078339,Flash pyrolysis,54,Saffe B.C. 550¤C No:016,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.9,0.9,0.8,4,0.05,0.05,0.05,0.3,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.4,,,9.0306,,,,,,,,,,,,,,,,,,,,,,,0.661320698,0.004,165.3301745,,,0.026,0.136,,,,,,,,,,319.6283977,0.463680097,0.153893539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004363,,,,,1.9323
WA078340,Flash pyrolysis,56,Saffe B. C. 400¤C No:015,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.5,0.2,0.2,1.9,0.05,0.05,0.05,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.9,,,20.797,,,,,,,,,,,,,,,,,,,,,,,0.670006912,0.005,134.0013824,,,0.025,0.119,,,,,,,,,,163.9167106,0.440323807,0.133469533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009948,,,,,1.9134
WA078341,Flash pyrolysis,57,Saffe B.C. 450¤C No:015,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.8,0.5,0.5,2.8,0.05,0.05,0.05,0.2,0.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.2,,,18.7888,,,,,,,,,,,,,,,,,,,,,,,0.63249104,0.004,158.12276,,,0.023,0.118,,,,,,,,,,206.9265317,0.42935226,0.139877953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008928,,,,,1.9007
WA078342,Flash pyrolysis,58,Saffe B.C. 500¤C No: 015,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1.9,0.5,0.4,3,0.05,0.05,0.05,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2,,,5.8868,,,,,,,,,,,,,,,,,,,,,,,0.640206172,0.004,160.051543,,,0.02,0.157,,,,,,,,,,169.767332,0.374890734,0.183647499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002858,,,,,1.9422
WA078343,Flash pyrolysis,59,Saffe B.C. 550¤C No: 015,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,2,0.9,0.8,4,0.05,0.05,0.05,0.3,0.05,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3,,,13.0197,,,,,,,,,,,,,,,,,,,,,,,0.66372852,0.003,221.24284,,,0.039,0.136,,,,,,,,,,229.7502473,0.705355267,0.1537585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00593,,,,,1.8218
WA078344,Flash pyrolysis,60,Saffe B.C. 600¤C No: 015,Bamboo,Martin_Luther,Rotary kiln,woody biomass,Bamboo,,1,0.4,0.3,1.7,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,,,22.3954,,,,,,,,,,,,,,,,,,,,,,,0.752239827,0.003,250.746609,,,0.02,0.099,,,,,,,,,,263.5516901,0.32568198,0.098557692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010218,,,,,1.8251
WA078345,HTC 6 h catalysator: Citric acid,61,K13,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,0.3,0.1,0.1,0.5,0.05,0.05,0.05,0.9,0.05,0.7,0.8,0.3,0.2,0.6,0.4,0.05,0.05,0.05,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.414132861,0.011,37.64844191,,,0.045,0.182,,,,,,,,,,43.517363,1.311343468,0.329093387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078346,HTC 6 h catalysator:HNO3,62,K14,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,1,0.05,0.05,1,0.05,0.05,0.05,1,0.05,0.7,0.7,0.4,0.2,0.8,0.5,0.2,0.3,0.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.420175159,0.012,35.01459658,,,0.047,0.181,,,,,,,,,,42.5752184,1.338780286,0.323610862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078347,HTC 6 h catalysator: NaCl saturated,63,K15,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,0.2,0.05,0.05,0.2,0.05,0.05,0.05,0.8,0.05,0.4,0.5,0.2,0.2,0.4,0.3,0.1,0.2,0.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.388034391,0.012,32.33619925,,,0.041,0.124,,,,,,,,,,38.3216982,1.252906025,0.239415437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078348,HTC 6 h catalysator:NaCl 10 g L-1,64,K16,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,0.05,0.05,0.05,0,0.05,0.05,0.05,0.2,0.05,0.2,0.4,0.05,0.05,0.2,0.1,0.05,0.05,0.05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.429958894,0.014,30.71134957,,,0.046,0.155,,,,,,,,,,36.8803355,1.274840416,0.269525413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078349,HTC 6 h catalysator: No (dry HTC),65,K17,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,0.3,0.2,0.1,0.6,0.05,0.05,0.05,0.8,0.05,0.5,0.7,0.3,0.2,0.5,0.3,0.05,0.05,0.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.429600601,0.012,35.80005008,,,0.046,0.159,,,,,,,,,,42.7877736,1.272844726,0.277500097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078350,HTC 6 h catalysator: no (50% dry matter),66,K18,Sugar production filter residue,Martin_Luther,HTC,crop waste,Sugarcane,,0.5,0.4,0.3,1.2,0.05,0.05,1.9,6.3,0.5,1.3,1.4,0.7,0.5,1,0.6,0.2,0.5,0.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,0.433620617,0.014,30.97290121,,,0.046,0.159,,,,,,,,,,36.3589485,1.285642632,0.274271416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078351,HTC,67,K19,HTC standard,Martin_Luther,HTC,,,,1,0.3,0.1,1.4,0.05,0.05,0.05,1.8,0.2,0.4,0.5,0.2,0.1,0.2,0.05,0.05,0.05,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.540590309,0.003,180.1967697,,,0.055,0.256,,,,,,,,,,238.2324994,1.225031343,0.354484711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA078352,"Charcoal pH 7 (Gerald Dunst, belongs to the B series)",68,"Holzkohle pH 7 (Gerald Dunst, gehört zur B-Serie)",,Martin_Luther,Charcoal stack,,,,1.4,0.4,0.3,2.1,0.05,0.05,0.05,0.9,0.1,0.2,0.4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3,,,78.4251,,,,,,,,,,,,,,,,,,,,,,,0.656212236,0.005,131.2424472,,,0.021,0.105,,,,,,,,,,168.1593397,0.382330829,0.120150011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03782,,,,,1.929
WA078353,FS attempt 1,112,FS Versuch 1,,Martin_Luther,Rotary kiln,,,,1.1,0.2,0.2,1.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.1,,,233.4055,,,,,,,,,,,,,,,,,,,,,,,0.795498815,0.008,99.43735188,,,0.013,0.087,,,,,,,,,,111.3516602,0.201550888,0.08246969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116539,,,,,1.9972
WA078354,"FS V2, wet",113,"FS V2, nass",,Martin_Luther,Rotary kiln,,,,3.3,0.05,0.05,3.3,1.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.6,,,446.7525,,,,,,,,,,,,,,,,,,,,,,,0.770618872,0.008,96.327359,,,0.01,0.097,,,,,,,,,,106.209737,0.158403497,0.094809865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211788,,,,,1.89625
WA078355,"FS V3, pattern 1, dry",114,"FS V3, Muster 1, trocken",,Martin_Luther,Rotary kiln,,,,2.2,0.05,0.05,2.2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.2,,,446.8911,,,,,,,,,,,,,,,,,,,,,,,0.771506131,0.008,96.43826638,,,0.01,0.09,,,,,,,,,,108.8257761,0.14961196,0.08739169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217839,,,,,1.94982
